Notif.date,Notification,Notification type,Functional Loc.,Equipments,Equipment Category,Description,Description Category,Main WorkCtr,Department,System status,Priority,Maintenance Days,Equipment Age (days),Predicted Maintenance Days
2024-01-01,150631364,G2,9010-045-INST-MB-A-VA12,INST,Instrumentation,MB-A  VA-10 & VA-12 to be check,inspection,045INST,Instrumentation,NOCO ORAS,1,66,308,64
2024-01-01,150631430,G2,9010-001-LCV-024,LCV,Control Systems,01-V-2 Boot water C/V 01LCV024 is not ge,general,001INST,Instrumentation,NOPR ORAS,-,23,351,16
2024-01-01,150631457,G2,9010-049-INST,INST,Instrumentation,TI-4035A is showing Zero to be check,inspection,049INST,Instrumentation,OSNO,1,3,371,3
2024-01-01,150631372,G2,9010-045-INST-MB-A-CDT-1,INST,Instrumentation,MB-A Cond. meter to be check,inspection,045INST,Instrumentation,NOCO ORAS,1,66,308,63
2024-01-01,150631381,G2,9010-057-PIPING,PIPING,Mechanical Equipment,HP condensate line LPD trap bypass to be,general,057MECH,Mechanical,NOCO,1,44,330,43
2024-01-01,150631382,G2,9010-057-P-02A,P,Miscellaneous,"57-P-02A seal pressure is low, 2b raised",general,057MECH,Mechanical,NOCO,1,44,330,38
2024-01-01,150631485,G2,9010-056-R-11,R,Miscellaneous,R-11 O/L sample point needle valve to be,general,056INST,Instrumentation,OSNO,-,0,374,1
2024-01-01,150631476,G2,9010-003-LIGHT,LIGHT,Electrical Systems,One tube light is not illuminate in DCU,general,003ELEC,Electrical,NOCO ORAS,-,95,279,87
2024-01-01,150631487,G2,9010-056-FV-0201,FV,Miscellaneous,FIC-0201 reverse action to be attended,general,056INST,Instrumentation,NOCO ORAS,-,32,342,39
2024-01-02,150631439,G2,9010-007-006-GD-606,006,Miscellaneous,Earth pit TTL gantry,general,007INST,Instrumentation,NOCO ORAS,-,0,373,2
2024-01-02,150631441,G2,9010-057-K-01A,K,Miscellaneous,Sprinkalar line over 57-K-01A to be remo,general,057MECH,Mechanical,NOCO,1,43,330,43
2024-01-02,150631442,G2,9010-057-K-01A,K,Miscellaneous,57-K-01A suction /Discharge to be blinde,general,057MECH,Mechanical,NOCO,1,43,330,43
2024-01-02,150631444,G2,9010-057-K-01A,K,Miscellaneous,57-K-01A N2 line to be  deblinded.,general,057MECH,Mechanical,NOCO,1,43,330,43
2024-01-02,150631490,G2,9010-011-TGA-04,TGA,Mechanical Equipment,TG 4 GRP PANEL SPARE CABLE ENTRY,general,TESTELEC,Electrical,NOCO ORAS,-,34,339,31
2024-01-02,150631511,G3,9010-003-DCS,DCS,Control Systems,do dcu,general,003INST,Instrumentation,NOCO ORAS,-,0,373,0
2024-01-02,150631543,G2,9010-057-K-01A,K,Miscellaneous,57-K-01A PSV bypass to be deblinded,general,057MECH,Mechanical,NOCO,1,43,330,43
2024-01-02,150631512,G3,9010-003-DCS,DCS,Control Systems,do dcu 1,general,003INST,Instrumentation,NOCO ORAS,-,0,373,0
2024-01-02,150631513,G3,9010-001-INST,INST,Instrumentation,do cdu,general,001INST,Instrumentation,NOCO ORAS,-,0,373,0
2024-01-02,150631547,G2,9010-045-INST-MB-B-VA2,INST,Instrumentation,MB-A B/W V/V to be check,inspection,045INST,Instrumentation,NOCO ORAS,1,65,308,64
2024-01-02,150631548,G2,9010-045-PIPING,PIPING,Mechanical Equipment,DM Plant -Silica sample line behind MB-A,general,045INST,Instrumentation,NOCO ORAS,-,65,308,55
2024-01-02,150631514,G3,9010-004-FIC-202,FIC,Instrumentation,do lru,general,004INST,Instrumentation,NOCO ORAS,-,0,373,0
2024-01-02,150631449,G3,9010-004-PI-111,PI,Miscellaneous,do lru 2,general,004INST,Instrumentation,NOCO ORAS,-,0,373,0
2024-01-02,150631450,G3,9010-004-PI-111,PI,Miscellaneous,do lru 3,general,004INST,Instrumentation,NOCO ORAS,-,0,373,0
2024-01-02,150631451,G3,9010-010-INST,INST,Instrumentation,do 010,general,010INST,Instrumentation,NOCO ORAS,-,0,373,0
2024-01-02,150631452,G2,9010-048-PIPING,PIPING,Mechanical Equipment,BILL PAYMENT TO M/S BALURAM,general,048MECH,Mechanical,NOPR ORAS,-,0,373,0
2024-01-02,150631453,G3,9010-056-DCS,DCS,Control Systems,do msq,general,056INST,Instrumentation,NOCO ORAS,-,0,373,2
2024-01-02,150631454,G2,9010-056-PIPING,PIPING,Mechanical Equipment,BILL PAYMENT TO M/S BALURAM,general,056MECH,Mechanical,NOPR ORAS,-,0,373,0
2024-01-02,150631595,G3,9010-057-INST,INST,Instrumentation,do indadept,general,057INST,Instrumentation,NOCO ORAS,-,0,373,0
2024-01-02,150631494,G2,9010-057-FT-5101,FT,Instrumentation,FI-5101: N2 flow meter to be checked,inspection,057INST,Instrumentation,NOCO,-,17,356,16
2024-01-02,150631596,G2,9010-057-PIPING,PIPING,Mechanical Equipment,BILL PAYMENT TO M/S BALURAM,general,057MECH,Mechanical,NOPR ORAS,-,0,373,0
2024-01-02,150631586,G3,9010-032-ETP-PLC,ETP,Miscellaneous,do etp,general,032INST,Instrumentation,NOCO ORAS,-,0,373,0
2024-01-02,150631606,G3,9010-049-49GDI-001,49GDI,Miscellaneous,HDT Hydrocom service job,maintenance,049INST,Instrumentation,NOPR ORAS,-,139,234,94
2024-01-02,150631578,G2,9010-057-PIPING,PIPING,Mechanical Equipment,TPM board to be removed from road no.11,repair,057MECH,Mechanical,NOCO,-,17,356,15
2024-01-02,150631579,G2,9010-057-LIGHTING,LIGHTING,Electrical Systems,Illumination light not glowing at V-05,general,057ELEC,Electrical,NOCO,-,17,356,12
2024-01-02,150631580,G2,9010-057-PIPING,PIPING,Mechanical Equipment,Open channel to be clean near Road 11,general,CIVILREF,Civil,NOCO,-,70,303,54
2024-01-02,150631581,G2,9010-057-PIPING,PIPING,Mechanical Equipment,Grass cutting job at unit and Field room,general,CIVILREF,Civil,NOCO,-,45,328,42
2024-01-02,150631582,G2,9010-057-PIPING,PIPING,Mechanical Equipment,soil pile near field room area removal,general,CIVILREF,Civil,NOCO,-,17,356,16
2024-01-03,150631564,G2,9010-045-INST-DMP-LT-2,INST,Instrumentation,Old acid meas tk-1 gauge glass to be rep,general,045INST,Instrumentation,NOCO ORAS,1,64,308,59
2024-01-03,150631626,G2,9010-001-LCV-003,LCV,Control Systems,01V03 I/P LEVEL 01LI003 TO BE CHECKED,inspection,001INST,Instrumentation,NOPR,-,1,371,2
2024-01-03,150631607,G2,9010-51A-INST,INST,Instrumentation,Scaffolding remove frm Vortex flow Meter,general,51AINST,Instrumentation,OSNO,-,48,324,31
2024-01-03,150631638,G2,9010-011-BL-07-SB-11,BL,Miscellaneous,BL-7 S/B- 11 cable disconnection to be d,general,011ELEC,Electrical,OSNO,1,0,372,3
2024-01-03,150631639,G2,9010-003-FT-2203N,FT,Instrumentation,scafolding near VBDRU FT-2906,general,003INST,Instrumentation,OSNO,-,2,370,2
2024-01-03,150631627,G3,9010-007-AT-HSD02,AT,Miscellaneous,do oms,general,007INST,Instrumentation,NOCO ORAS,-,0,372,0
2024-01-03,150631675,G2,9010-056-FT-3701,FT,Instrumentation,N2 FLOW 56FI3701 TO BE CHECKED,inspection,056INST,Instrumentation,OSNO,-,1,371,3
2024-01-03,150631695,G2,9010-007-GD-21,GD,Miscellaneous,07-AI-1201 GD other calibration OM&S,general,007INST,Instrumentation,OSNO,2,3,369,1
2024-01-03,150631653,G2,9010-057-PIPING,PIPING,Mechanical Equipment,Steam trap TR-265 near V-09 to replace,repair,057MECH,Mechanical,NOCO,-,42,330,40
2024-01-03,150631654,G2,9010-057-PIPING,PIPING,Mechanical Equipment,Steam trap TR-262 near V-12 to replace,repair,057MECH,Mechanical,NOCO,-,42,330,40
2024-01-03,150631609,G2,9010-004-K01C-TG,K01C,Miscellaneous,04-K-01C instrument tubing to be,general,004INST,Instrumentation,OSNO,1,13,359,9
2024-01-03,150631704,G3,9010-001-P-01,P,Miscellaneous,REVENTIVE MAINT OF PUMP 001-P-01,maintenance,001MECH,Mechanical,NOCO ORAS,-,38,334,31
2024-01-03,150631725,G3,9010-046-P-06B,P,Miscellaneous,PREVENTIVE MAINT OF PUMP,maintenance,046MECH,Mechanical,NOCO ORAS,-,93,279,68
2024-01-03,150631733,G3,9010-026-P-04,P,Miscellaneous,PREVENTIVE MAINT OF PUMP 9010-026-P-04,maintenance,026MECH,Mechanical,NOCO ORAS,-,29,343,26
2024-01-03,150631735,G3,9010-026-P-05,P,Miscellaneous,PREVENTIVE MAINT OF PUMP 9010-026-P-05,maintenance,026MECH,Mechanical,NOCO ORAS,-,29,343,23
2024-01-03,150631737,G3,9010-001-P-08,P,Miscellaneous,PREVENTIVE MAINT OF PUMP 9010-001-P-08,maintenance,001MECH,Mechanical,NOCO ORAS,-,34,338,14
2024-01-03,150631738,G3,9010-001-ID-01,ID,Miscellaneous,PM OF ID FAN 9010-001-ID-01,general,001MECH,Mechanical,NOCO ORAS,-,29,343,25
2024-01-03,150631746,G3,9010-003-PM-31B,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-003-PM-31B,maintenance,003ELEC,Electrical,NOCO ORAS,-,61,311,49
2024-01-03,150631747,G3,9010-003-PM-32,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-003-PM-32,maintenance,003ELEC,Electrical,NOCO ORAS,-,61,311,50
2024-01-03,150631758,G3,9010-053-PM-16A,PM,Miscellaneous,PREVENTIVE MAINT  OF 9010-053-PM-16A,maintenance,053ELEC,Electrical,NOCO ORAS,-,93,279,84
2024-01-03,150631761,G3,9010-053-PM-11B,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-053-PM-11B,maintenance,053ELEC,Electrical,NOCO ORAS,-,93,279,89
2024-01-03,150631767,G3,9010-056-PM-15A,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-15A,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631768,G3,9010-056-PM-15B,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-15B,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631769,G3,9010-056-PM-16A,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-16A,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631770,G3,9010-056-PM-16B,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-16B,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631771,G3,9010-056-PM-17A,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-17A,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631772,G3,9010-056-PM-17B,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-17B,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631773,G3,9010-056-PM-18A,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-18A,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631774,G3,9010-056-PM-18B,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-18B,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631775,G3,9010-056-PM-19A,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-19A,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631776,G3,9010-056-PM-19B,PM,Miscellaneous,PREVENTIVE MAINT OF9010-056-PM-19B,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631777,G3,9010-056-PM-21A,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-21A,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631778,G3,9010-056-PM-23,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-23,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631779,G3,9010-056-PM-24,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-24,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631780,G3,9010-056-PM-25,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-25,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631781,G3,9010-056-PM-28,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-28,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631782,G3,9010-056-PM-29A,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-29A,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631783,G3,9010-056-PM-29B,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-29B,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631784,G3,9010-056-PM-51A,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-51A,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631786,G3,9010-056-PM-71A,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-6304,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631787,G3,9010-056-PM-71B,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-71B,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631788,G3,9010-056-PM-72A,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-72A,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631789,G3,9010-056-PM-72B,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-72B,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631802,G3,9010-056-PM-21B,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-056-PM-21B,maintenance,056ELEC,Electrical,NOCO ORAS,-,93,279,93
2024-01-03,150631824,G3,9010-001-P-104B,P,Miscellaneous,PM OF 9010-001-P-104B,general,001MECH,Mechanical,NOCO ORAS,-,41,331,32
2024-01-03,150631862,G3,9010-010-P-013B,P,Miscellaneous,PM OF PUMP 9010-010-P-013B,general,001MECH,Mechanical,NOCO ORAS,-,15,357,13
2024-01-03,150631865,G3,9010-011-TG-04,TG,Mechanical Equipment,PM schedule of TG-4,general,011MECH,Mechanical,NOPR ORAS,-,2,370,3
2024-01-03,150631878,G3,9010-011-INST,INST,Instrumentation,PM of TPS DCS,general,011INST,Instrumentation,NOCO ORAS,2,38,334,27
2024-01-03,150631879,G3,9010-011-INST,INST,Instrumentation,PM of TPS DCS,general,011INST,Instrumentation,NOCO ORAS,2,38,334,33
2024-01-03,150631880,G3,9010-011-INST,INST,Instrumentation,PM of TPS PLC,general,011INST,Instrumentation,NOCO ORAS,2,38,334,33
2024-01-03,150631881,G3,9010-011-INST,INST,Instrumentation,PM of TPS PLC,general,011INST,Instrumentation,NOCO ORAS,2,38,334,33
2024-01-03,150631882,G3,9010-011-INST,INST,Instrumentation,PM of TPS VMS,general,011INST,Instrumentation,NOCO ORAS,2,38,334,33
2024-01-03,150631883,G3,9010-011-INST,INST,Instrumentation,PM of TPS VMS,general,011INST,Instrumentation,NOCO ORAS,2,38,334,34
2024-01-03,150631893,G3,9010-011-AT-BL5-CO,AT,Miscellaneous,SCHEDULE MAINT JOB -TPS,maintenance,011INST,Instrumentation,NOCO ORAS,-,38,334,34
2024-01-03,150631894,G3,9010-011-AT-BL5-NOX,AT,Miscellaneous,SCHEDULE MAINT JOB -TPS,maintenance,011INST,Instrumentation,NOCO ORAS,-,38,334,35
2024-01-03,150631895,G3,9010-011-AT-BL5-NOX,AT,Miscellaneous,SCHEDULE MAINT JOB -TPS,maintenance,011INST,Instrumentation,NOCO ORAS,-,38,334,35
2024-01-03,150631896,G3,9010-011-AT-BL5-SPM,AT,Miscellaneous,SCHEDULE MAINT JOB -TPS,maintenance,011INST,Instrumentation,NOCO ORAS,-,38,334,33
2024-01-03,150631903,G1,9010-011-PN-06A,PN,Miscellaneous,PM of PANEL FOR 6.3KV COLONY VCB PANEL,general,011ELEC,Electrical,NOPR ORAS,-,57,315,50
2024-01-03,150631910,G3,9010-001-P-03A,P,Miscellaneous,PM plan of 001-P-03A,general,001MECH,Mechanical,NOCO ORAS,-,34,338,13
2024-01-03,150631912,G3,9010-001-P-05,P,Miscellaneous,PM plan of 001-P-05,general,001MECH,Mechanical,NOCO ORAS,-,15,357,12
2024-01-03,150631914,G3,9010-003-P-001,P,Miscellaneous,PM plan of 003-P-001,general,003MECH,Mechanical,NOPR ORAS,-,2,370,4
2024-01-03,150632006,G3,9010-011-AT-BL5-CO,AT,Miscellaneous,STACK ANALZYER PM,general,011INST,Instrumentation,NOCO ORAS,-,38,334,37
2024-01-03,150632007,G3,9010-011-AT-BL5-SOX,AT,Miscellaneous,STACK ANALZYER PM,general,011INST,Instrumentation,NOCO ORAS,-,38,334,37
2024-01-03,150632008,G3,9010-011-AT-BL5-NOX,AT,Miscellaneous,STACK ANALZYER PM,general,011INST,Instrumentation,NOCO ORAS,-,38,334,37
2024-01-03,150632009,G3,9010-011-AT-BL5-SPM,AT,Miscellaneous,SCHEDULE MAINT JOB -TPS,maintenance,011INST,Instrumentation,NOCO ORAS,-,38,334,35
2024-01-03,150632012,G3,9010-011-AT-BL6-CO,AT,Miscellaneous,STACK ANALZYER PM,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632013,G3,9010-011-AT-BL6-SOX,AT,Miscellaneous,SCHEDULE MAINT JOB -TPS,maintenance,011INST,Instrumentation,NOCO ORAS,-,38,334,34
2024-01-03,150632014,G3,9010-011-AT-BL6-NOX,AT,Miscellaneous,STACK ANALZYER PM,general,011INST,Instrumentation,NOCO ORAS,-,38,334,37
2024-01-03,150632015,G3,9010-011-AT-BL6-SPM,AT,Miscellaneous,STACK ANALZYER PM,general,011INST,Instrumentation,NOCO ORAS,-,38,334,37
2024-01-03,150632037,G3,9010-048-VFD-ACM-01B,VFD,Electrical Systems,Maintenance of UPS 9010-048-VFD-ACM-01B,maintenance,TESTELEC,Electrical,OSNO,-,89,283,86
2024-01-03,150632038,G3,9010-048-VFD-FDM-03A,VFD,Electrical Systems,Maintenance of VFD 9010-048-VFD-FDM-03A,maintenance,TESTELEC,Electrical,OSNO,-,89,283,86
2024-01-03,150632039,G3,9010-048-VFD-FDM-03B,VFD,Electrical Systems,Maintenance of UPS 9010-048-VFD-FDM-03B,maintenance,TESTELEC,Electrical,OSNO,-,89,283,86
2024-01-03,150632040,G3,9010-048-VFD-PM-8602A,VFD,Electrical Systems,Maintenance of UPS 9010-048-VFD-PM-8602A,maintenance,TESTELEC,Electrical,NOCO ORAS,-,110,262,58
2024-01-03,150632075,G3,9010-056-P-3A,P,Miscellaneous,PM JOBS FOR 9010-056-P-3A,general,056MECH,Mechanical,NOCO ORAS,-,49,323,40
2024-01-03,150632088,G3,9010-011-BL-7-AT710,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632089,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632090,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632091,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632092,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632093,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632094,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632095,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632096,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632097,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632098,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632099,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632100,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632101,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632102,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632103,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632104,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632105,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632106,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632107,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632108,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632109,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632110,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632111,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632112,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632113,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632114,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632115,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632116,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632117,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632118,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632119,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632120,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632121,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632122,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632123,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632124,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632125,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,36
2024-01-03,150632126,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,36
2024-01-03,150632127,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,36
2024-01-03,150632128,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,36
2024-01-03,150632129,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,36
2024-01-03,150632130,G3,9010-011-BL-7-CDT-701,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,37
2024-01-03,150632131,G3,9010-011-BL-7-CDT708,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632132,G3,9010-011-BL-7-CDT708,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632133,G3,9010-011-BL-7-CDT708,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632134,G3,9010-011-BL-7-CDT708,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632135,G3,9010-011-BL-7-CDT708,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632136,G3,9010-011-BL-7-CDT708,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632137,G3,9010-011-BL-7-PHT-701,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632138,G3,9010-011-BL-7-PHT-701,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
2024-01-03,150632139,G3,9010-011-BL-7-PHT-701,BL,Miscellaneous,WATER ANALYZER PM JOB,general,011INST,Instrumentation,NOCO ORAS,-,38,334,38
