Notif.date,Notification,Notification type,Functional Loc.,Equipments,Equipment Category,Description,Description Category,Main WorkCtr,Department,System status,Priority,Maintenance Days,Equipment Age (days),Predicted Maintenance Days
2024-04-04,150646657,G2,9010-003-BRIDGE CRANE,BRIDGE CRANE,Mechanical Equipment,KONE CRANE BUCKET CALIBRATION ISSUE,damage,003ELEC,Electrical,NOCO ORAS,-,1,279,27
2024-04-05,150646701,G2,9010-001-SS-1202,SS,Miscellaneous,spill current mesurment at 1202,inspection,TESTELEC,Electrical,NOCO ORAS,-,4,275,4
2024-04-05,150646702,G2,9010-048-SS-NEW-UNIT,SS,Miscellaneous,spill current mesurment at new unit,inspection,TESTELEC,Electrical,NOCO ORAS,-,4,275,4
2024-04-05,150646703,G2,9010-003-SS-OLD-HT,SS,Miscellaneous,spill current mesurment at old HT,inspection,TESTELEC,Electrical,NOCO ORAS,-,4,275,4
2024-04-05,150646704,G2,9010-046-KM-01B,KM,Miscellaneous,BMR CHECKING OF 46-KM-01B,inspection,TESTELEC,Electrical,NOCO ORAS,-,4,275,3
2024-04-05,150646725,G2,9010-011-SS-TPS,SS,Miscellaneous,spill current mesurment at TPS,inspection,TESTELEC,Electrical,NOCO ORAS,-,4,275,4
2024-04-05,150646726,G2,9010-011-132KV-SS,132KV,Miscellaneous,spill current mesurment at 132KV,inspection,TESTELEC,Electrical,NOCO ORAS,-,4,275,4
2024-04-05,150646693,G2,9010-032-LI-003,LI,Miscellaneous,new acide tank LG valve leakage,general,032INST,Instrumentation,OSNO,-,5,274,5
2024-04-05,150645910,G2,9010-003-LIGHTING,LIGHTING,Electrical Systems,rectify fallen PA system at V-1 PF,repair,COMELEC,Electrical,NOCO ORAS,-,55,224,44
2024-04-05,150646708,G2,9010-007-KM-104A,KM,Miscellaneous,07-KM-104A RUN FEEDBACK CHECKING,inspection,TESTELEC,Electrical,NOCO ORAS,-,4,275,3
2024-04-06,150646785,G2,9010-046-KM-01A,KM,Miscellaneous,BMR CHECKING OF 46-KM-01A,inspection,TESTELEC,Electrical,NOCO ORAS,-,2,276,3
2024-04-06,150646786,G2,9010-046-KM-02B,KM,Miscellaneous,BMR CHECKING OF 46-KM-02B,inspection,TESTELEC,Electrical,NOCO ORAS,-,2,276,3
2024-04-06,150646802,G2,9010-007-PIPING,PIPING,Mechanical Equipment,Gantry area Fire water line painting.,general,CIVILREF,Civil,NOPR,-,0,278,0
2024-04-06,150646731,G2,9010-51B-P-07A,P,Miscellaneous,51B-P-07A L.O. CUP NOT HOLDING.,general,51BMECH,Mechanical,OSNO,1,5,273,4
2024-04-06,150646770,G2,9010-057-K-03-SOV1,K,Miscellaneous,PT-2419:K-02B disc. pressure wrong value,general,057INST,Instrumentation,NOCO,-,38,240,39
2024-04-07,150646780,G2,9010-049-K-01A,K,Miscellaneous,RGC-A PM,general,24AMECH,Mechanical,NOPR ORAS,-,0,277,1
2024-04-07,150646835,G2,9010-007-BCU-1301,BCU,Miscellaneous,LPG Bay 1 SOV to check,inspection,007INST,Instrumentation,NOPR ORAS,-,1,276,3
2024-04-08,150646782,G2,9010-011-TGA-03-MCC-02,TGA,Mechanical Equipment,TG-3 MCC COMMISSIONING JOB,general,TESTELEC,Electrical,NOCO ORAS,-,8,268,7
2024-04-08,150646783,G2,9010-003-PN-09A,PN,Miscellaneous,SPARE FEEDER CHECKING OF UCT PMCC,inspection,TESTELEC,Electrical,NOCO ORAS,-,8,268,6
2024-04-08,150646810,G2,9010-004-K01A-PG,K01A,Miscellaneous,Kindly arrange for removal of 04K-1A ins,general,004INST,Instrumentation,OSNO,-,2,274,7
2024-04-08,150646837,G2,9010-026-FA,FA,Miscellaneous,Painting of Fire Control Room Wall,general,COMELEC,Electrical,NOCO ORAS,-,52,224,46
2024-04-08,150646812,G2,9010-004-PMCC-303,PMCC,Miscellaneous,spill current mesurment at INDSELECTG,inspection,TESTELEC,Electrical,NOCO ORAS,-,1,275,4
2024-04-08,150646877,G2,9010-EST-PMCC-04A,PMCC,Miscellaneous,SEC-3 SS PETROLL FEEDER ENERGY METER CHE,general,EST-ELEC,Electrical,NOCO ORAS,-,22,254,25
2024-04-08,150646861,G2,9010-056-VFD-ACM-12A,VFD,Electrical Systems,CHECKING OF 56-ACM -12A,inspection,TESTELEC,Electrical,NOCO ORAS,-,8,268,6
2024-04-08,150646862,G2,9010-056-VFD-ACM-12C,VFD,Electrical Systems,CHECKING OF 56-ACM -12C,inspection,TESTELEC,Electrical,NOCO ORAS,-,8,268,4
2024-04-08,150646863,G2,9010-057-PMCC-01B,PMCC,Miscellaneous,Synchronization check of I/C-1 &2,inspection,057ELEC,Electrical,NOCO ORAS,-,53,223,38
2024-04-08,150646886,G2,9010-053-ACM-01A,ACM,HVAC Systems,053-ACM-01A FDR CHECKING,inspection,TESTELEC,Electrical,NOCO ORAS,-,1,275,2
2024-04-08,150646887,G2,9010-056-ACM-01A,ACM,HVAC Systems,CHECKING OF 56-ACM -01A,inspection,TESTELEC,Electrical,NOCO ORAS,-,8,268,6
2024-04-08,150646868,G2,9010-048-TR-77,TR,Miscellaneous,TR-77 u/s i/v not operable,general,048MECH,Mechanical,OSNO,-,1,275,1
2024-04-09,150646900,G2,9010-001-PM-01A,PM,Miscellaneous,01P1A false running indication problem t,damage,TESTELEC,Electrical,NOCO ORAS,-,7,268,5
2024-04-09,150646851,G2,9010-51A-PIPING,PIPING,Mechanical Equipment,MONTHLY STACK MONIYORING,general,51AINST,Instrumentation,OSNO,1,1,274,1
2024-04-09,150646872,G2,9010-056-AT5201A,AT5201A,Miscellaneous,STACK MONITORING AT MSQU UNIT,general,056INST,Instrumentation,OSNO,-,1,274,1
2024-04-09,150646873,G2,9010-011-TG-03,TG,Mechanical Equipment,TG-3 CONTROL DESK ENERGY METER CALIBRATI,general,TESTELEC,Electrical,NOCO ORAS,-,7,268,6
2024-04-09,150646874,G2,9010-011-TG-04,TG,Mechanical Equipment,TG-4CONTROL DESK ENERGY METER CALIBRATI,general,TESTELEC,Electrical,NOCO ORAS,-,7,268,6
2024-04-09,150646853,G2,9010-COM-EXC,EXC,Miscellaneous,NEW SIP trunk line of BSNL Configuration,general,COMELEC,Electrical,NOCO ORAS,-,3,272,15
2024-04-09,150646822,G2,9010-011-132-TR-1,132,Miscellaneous,132 KV GRID TR-1 NIFPS RECTIFICATION,general,TESTELEC,Electrical,NOCO ORAS,-,7,268,3
2024-04-10,150646966,G2,9010-004-PMCC-303,PMCC,Miscellaneous,INDSELECT-G PMCC OG TO CRU HVAC FDR-2,general,TESTELEC,Electrical,NOCO ORAS,-,6,268,5
2024-04-10,150646941,G2,9010-056-PIPING,PIPING,Mechanical Equipment,steam hose connection at condensate line,general,056MECH,Mechanical,NOCO,-,30,244,30
2024-04-10,150646995,G2,9010-018-P-01C,P,Miscellaneous,18-PM-01-C push bottom broken to be che,repair,018ELEC,Electrical,NOCO ORAS,1,51,223,25
2024-04-10,150646943,G2,9010-003-LIGHT,LIGHT,Electrical Systems,remove temporary power cable connection,general,003ELEC,Electrical,NOCO ORAS,1,51,223,40
2024-04-10,150646961,G2,9010-003-PAGR,PAGR,Miscellaneous,DCU new control room HOT LINE not workin,general,COMELEC,Electrical,NOCO ORAS,1,50,224,35
2024-04-10,150646967,G2,9010-003-LIC-013,LIC,Instrumentation,"checked 04—V-04  ,04-LI-304 and 04-LI-03",inspection,003INST,Instrumentation,OSNO,-,9,265,6
2024-04-10,150647035,G3,9010-21A-PM-02,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-21A-PM-02,maintenance,EST-ELEC,Electrical,NOCO ORAS,-,66,208,62
2024-04-10,150647039,G3,9010-21A-GBM-01,GBM,Miscellaneous,PREVENTIVE MAINT OF 9010-21A-GBM-01,maintenance,EST-ELEC,Electrical,NOCO ORAS,-,64,210,53
2024-04-10,150647043,G3,9010-21A-PM-01,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-21A-PM-01,maintenance,EST-ELEC,Electrical,NOCO ORAS,-,66,208,60
2024-04-10,150647067,G3,9010-001-PM-011B,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-001-PM-011B,maintenance,001ELEC,Electrical,NOCO ORAS,-,59,215,55
2024-04-10,150647177,G3,9010-032-P-05B,P,Miscellaneous,PREVENTIVE MAINT OF PUMP,maintenance,027MECH,Mechanical,NOPR ORAS,-,8,266,11
2024-04-10,150647237,G3,9010-011-UPS-02,UPS,Instrumentation,Maintenance of UPS 9010-011-UPS-02,maintenance,TESTELEC,Electrical,NOCO ORAS,-,2,272,45
2024-04-10,150647318,G3,9010-003-BB-01,BB,Miscellaneous,PM of batt charger 9010-003-BB-01,general,TESTELEC,Electrical,NOCO ORAS,-,2,272,30
2024-04-10,150647319,G3,9010-003-BB-02,BB,Miscellaneous,PM of batt charger 9010-003-BB-02,general,TESTELEC,Electrical,NOCO ORAS,-,2,272,68
2024-04-10,150647326,G3,9010-006-BC-02,BC,Miscellaneous,PM of batt charger 9010-006-BC-02,general,TESTELEC,Electrical,NOCO ORAS,-,2,272,28
2024-04-10,150647327,G3,9010-032-UPS-BB,UPS,Instrumentation,PM of batt charger 9010-032-UPS-BB,general,TESTELEC,Electrical,NOCO ORAS,-,2,272,10
2024-04-10,150647684,G3,9010-003-BC-01,BC,Miscellaneous,PM of 9010-003-BC-01,general,TESTELEC,Electrical,NOCO ORAS,-,2,272,28
2024-04-10,150647709,G3,9010-011-UPS-02-ACDB,UPS,Instrumentation,PM of 9010-011-UPS-02-ACDB,general,TESTELEC,Electrical,NOCO ORAS,-,2,272,16
2024-04-10,150647710,G3,9010-032-UPS-ACDB,UPS,Instrumentation,PM of 9010-032-UPS-ACDB,general,TESTELEC,Electrical,NOCO ORAS,-,2,272,12
2024-04-10,150647711,G3,9010-026-UPS,UPS,Instrumentation,PM of 9010-026-UPS,general,TESTELEC,Electrical,NOCO ORAS,-,2,272,14
2024-04-10,150647712,G3,9010-048-UPS-701,UPS,Instrumentation,PM of 9010-048-UPS-701,general,TESTELEC,Electrical,NOCO ORAS,-,2,272,14
2024-04-10,150647713,G3,9010-048-UPS-702,UPS,Instrumentation,PM of 9010-048-UPS-702,general,TESTELEC,Electrical,NOCO ORAS,-,2,272,13
2024-04-10,150647714,G3,9010-ADM-UPS-02,UPS,Instrumentation,PM of UPS,general,TESTELEC,Electrical,NOCO ORAS,-,2,272,24
2024-04-10,150647745,G3,9010-011-UPS-01,UPS,Instrumentation,PM of 9010-011-UPS-01,general,TESTELEC,Electrical,NOCO ORAS,-,2,272,12
2024-04-10,150646989,G4,9010-056-PM-04B,PM,Miscellaneous,PDM recommendation of 056-PM-04B,general,056ELEC,Electrical,NOCO ORAS,-,2,272,13
2024-04-12,150647729,G2,9010-001-E-9B,E,Miscellaneous,01S-9 B/C hot bolting to be done.,general,001MECH,Mechanical,NOPR,-,0,272,0
2024-04-12,150647755,G2,9010-049-K-01A,K,Miscellaneous,RGC A inst. tubing connection to be done,general,049INST,Instrumentation,OSNO,-,0,272,0
2024-04-12,150647733,G2,9010-032-LI-15ABC,LI,Miscellaneous,ETP outlet flow Tx. to be installed,general,032INST,Instrumentation,OSNO,-,6,266,5
2024-04-12,150647756,G2,9010-004-K-01A,K,Miscellaneous,K001A INST.TUBING TO BE FIX,repair,004INST,Instrumentation,OSNO,-,0,272,1
2024-04-12,150646991,G2,9010-007-TANK104GAG-LEVEL,TANK104GAG,Mechanical Equipment,"TANK-104 PRI, SECONDARY AND MANNUAL MISM",general,007INST,Instrumentation,NOCO,-,1,271,6
2024-04-12,150646922,G2,9010-032-PM-03A,PM,Miscellaneous,32-PM-3A run feedback checking,inspection,TESTELEC,Electrical,NOCO ORAS,-,4,268,3
2024-04-12,150646923,G2,9010-032-PM-03C,PM,Miscellaneous,32-PM-3C RUN FEEDBACK CHECKING,inspection,TESTELEC,Electrical,NOCO ORAS,-,4,268,3
2024-04-12,150646972,G2,9010-048-PIPING,PIPING,Mechanical Equipment,bill payment to H saikia,general,048MECH,Mechanical,NOPR ORAS,-,0,272,0
2024-04-12,150647781,G2,9010-011-PIPING,PIPING,Mechanical Equipment,TG Mic filter-1 to install,general,011MECH,Mechanical,NOPR ORAS,-,18,254,1
2024-04-13,150647802,G2,9010-001-PM-01,PM,Miscellaneous,01P1 run feedback indication is not comi,general,TESTELEC,Electrical,NOCO ORAS,-,3,268,3
2024-04-13,150647805,G2,9010-011-TGA-03-MCC-02,TGA,Mechanical Equipment,TG-3 MCC COMMISSIONING JOB,general,TESTELEC,Electrical,NOCO ORAS,-,9,262,7
2024-04-13,150647807,G2,9010-003-PN-09A,PN,Miscellaneous,UCT PMCC SPARE FEEDER CHECKING,inspection,TESTELEC,Electrical,NOCO ORAS,-,3,268,4
2024-04-13,150647784,G2,9010-004-K,K,Miscellaneous,COMPRESSOR EOT CRANE ELEC. CABLE FIXING,general,004ELEC,Electrical,NOCO ORAS,-,48,223,39
2024-04-13,150647794,G2,9010-053-FIC-0604,FIC,Instrumentation,53-FC-0604 CLO R/D controller rect/decho,general,053INST,Instrumentation,NOPR,-,0,271,1
2024-04-13,150647855,G2,9010-003-SS-DCU,SS,Miscellaneous,THARMOGRAPHY TEST OF DCU,inspection,TESTELEC,Electrical,NOCO ORAS,-,3,268,3
2024-04-13,150647857,G2,9010-011-INST,INST,Instrumentation,BLR#6&7 SWAS pannel to be check,inspection,011INST,Instrumentation,NOPR,1,3,268,7
2024-04-13,150647871,G2,9010-032-LI-001,LI,Miscellaneous,"low level auto stop logic system in p20,",general,032INST,Instrumentation,OSNO,-,5,266,5
2024-04-15,150647764,G2,9010-003-UV-1307,UV,Miscellaneous,UV-1307 is operated itself from closed l,general,003ELEC,Electrical,NOCO ORAS,-,46,223,40
2024-04-16,150647928,G2,9010-018-LIGHTING,LIGHTING,Electrical Systems,MCB to be replaced in Electro chelonator,repair,018ELEC,Electrical,NOCO ORAS,1,45,223,37
2024-04-16,150647908,G2,9010-007-PIPING,PIPING,Mechanical Equipment,Culvert-11/12 M&I job.,general,CIVILREF,Civil,NOPR,-,0,268,0
2024-04-16,150647938,G2,9010-003-SBM-01,SBM,Miscellaneous,rectification job of soot blower,general,TESTELEC,Electrical,NOCO ORAS,-,6,262,5
2024-04-16,150647894,G2,9010-053-LIGHTING,LIGHTING,Electrical Systems,53-P-07A false run indication to be chec,general,TESTELEC,Electrical,NOCO ORAS,1,0,268,5
2024-04-16,150647910,G2,9010-003-INST,INST,Instrumentation,04—k-01A instrument tubbing to be remove,general,004INST,Instrumentation,OSNO,-,3,265,3
2024-04-16,150647911,G2,9010-003-PDSHH-1201,PDSHH,Miscellaneous,Kindly to be range change 03-PDI-1201A .,general,003INST,Instrumentation,OSNO,1,3,265,2
2024-04-17,150647987,G2,9010-007-GD-14,GD,Miscellaneous,MB-103A/B/C/D area GD testing jobs,general,007INST,Instrumentation,OSNO,-,1,266,1
2024-04-17,150647990,G2,9010-032-LI-001,LI,Miscellaneous,Eq.Tk.A  LT (LI-001) box-up to be done,general,032INST,Instrumentation,NOPR ORAS,-,24,243,16
2024-04-17,150647978,G2,9010-004-PMCC-303,PMCC,Miscellaneous,PI JOB OF CRU HVAC MCC,general,TESTELEC,Electrical,NOCO ORAS,-,5,262,4
2024-04-17,150648058,G3,9010-027-P-01,P,Miscellaneous,PREVENTIVE MAINT OF PUMP,maintenance,027MECH,Mechanical,NOPR ORAS,-,7,260,9
2024-04-17,150648084,G3,9010-EST-III-PM-01,III,Miscellaneous,PREVENTIVE MAINT OF 9010-EST-III-PM-01,maintenance,EST-ELEC,Electrical,NOCO ORAS,-,58,209,56
2024-04-17,150648085,G3,9010-EST-III-PM-02,III,Miscellaneous,PREVENTIVE MAINT OF 9010-EST-III-PM-02,maintenance,EST-ELEC,Electrical,NOCO ORAS,-,58,209,57
2024-04-17,150648087,G3,9010-001-PM-07C,PM,Miscellaneous,PREVENTIVE MAINT OF 9010-001-PM-07C,maintenance,001ELEC,Electrical,NOCO ORAS,-,52,215,54
2024-04-17,150648108,G3,9010-053-ACF-01A,ACF,HVAC Systems,PREVENTIVE MAINTENANCE OF AIR FIN COOLER,maintenance,053MECH,Mechanical,NOCO ORAS,-,7,260,9
2024-04-17,150648249,G3,9010-049-BC-02,BC,Miscellaneous,PM of batt charger 9010-049-BC-02,general,TESTELEC,Electrical,NOCO,-,43,224,42
2024-04-17,150648400,G3,9010-003-BC-01,BC,Miscellaneous,PM of 9010-003-BC-01,general,TESTELEC,Electrical,NOCO,-,47,220,43
2024-04-17,150648403,G3,9010-049-BC-01,BC,Miscellaneous,PM of 9010-049-BC-01,general,TESTELEC,Electrical,NOCO,-,47,220,44
2024-04-17,150648465,G2,9010-003-FI-2203N,FI,Instrumentation,KINDLY TO BE CHECKED 04FIC 202 AND 04LIC,inspection,003INST,Instrumentation,OSNO,1,5,262,1
2024-04-17,150648467,G2,9010-011-TR-05B,TR,Miscellaneous,NGR-NGT CONTROL SUPPLY CHECKING,inspection,TESTELEC,Electrical,NOCO ORAS,2,5,262,3
2024-04-18,150648006,G2,9010-001-P-09A,P,Miscellaneous,01P9A pump casing flange leakage to be a,general,001MECH,Mechanical,NOPR ORAS,-,13,253,8
2024-04-18,150647943,G2,9010-049-KM-03B,KM,Miscellaneous,MUG-B SCHEME CHECKING JOB,inspection,TESTELEC,Electrical,NOCO ORAS,-,4,262,3
2024-04-18,150647980,G2,9010-057-PDT2404,PDT2404,Miscellaneous,PDT-2432A showing wrong value to rectify,repair,057INST,Instrumentation,NOPR,-,4,262,4
2024-04-18,150648475,G2,9010-056-AT-0701-1403,AT,Miscellaneous,HELIOX PRESSURE TO BE INCREASE (SULPHUR),general,056INST,Instrumentation,OSNO,1,0,266,0
2024-04-18,150648485,G2,9010-046-PIPING,PIPING,Mechanical Equipment,New MB blower-1belt to be replace,repair,046MECH,Mechanical,NOPR ORAS,1,0,266,1
2024-04-18,150647851,G2,9010-011-ECS,ECS,Miscellaneous,ECS LOAD SHEDDING MODIFICATION JOB,general,TESTELEC,Electrical,NOCO ORAS,-,6,260,6
2024-04-18,150648004,G2,9010-005,,Miscellaneous,Road Cutting Required at Road No. 13,general,CIVILREF,Civil,OSNO,1,0,266,0
2024-04-18,150648506,G2,9010-004-TI-101,TI,Miscellaneous,• CL-2 CK-1 draw temperature 03TI27 show,general,004INST,Instrumentation,OSNO,-,7,259,5
2024-04-18,150648510,G2,9010-003-PIPING,PIPING,Mechanical Equipment,providing a earthing connection in CFC u,general,003ELEC,Electrical,NOCO ORAS,-,43,223,36
2024-04-18,150648511,G2,9010-011-BC-03-DCDB,BC,Miscellaneous,TG-5 DCDB SPARE FDR CABLE CUNNECTION 8FD,general,TESTELEC,Electrical,NOCO ORAS,-,4,262,4
2024-04-18,150648489,G2,9010-057-TT-2002,TT,Instrumentation,TT-2201B(AC-02 O/L TEMP) TO BE CHECKED,inspection,057INST,Instrumentation,NOPR,-,4,262,4
2024-04-18,150648007,G2,9010-003-PM-102A,PM,Miscellaneous,03P-102A two times stopped itself,general,003ELEC,Electrical,NOCO ORAS,-,43,223,32
2024-04-18,150648512,G2,9010-004-TG,TG,Mechanical Equipment,V-04 temp 04TI031 to be checked,inspection,004INST,Instrumentation,OSNO,-,7,259,2
2024-04-18,150648516,G2,9010-056-ANA,ANA,Miscellaneous,SULFUR ANALYZERS TO BE CHECKED,inspection,056INST,Instrumentation,OSNO,-,0,266,0
2024-04-18,150648497,G2,9010-24A-MC-04,MC,Miscellaneous,Electrical issue in LatheMachine at MMWS,damage,24AELEC,Electrical,NOCO ORAS,-,43,223,11
2024-04-18,150648491,G2,9010-057-PIPING,PIPING,Mechanical Equipment,fugitive emission (LDAR Survey) for unit,general,057INST,Instrumentation,NOCO,-,26,240,30
2024-04-18,150648474,G2,9010-EST-II-LIGHT,II,Miscellaneous,Lighting appliances for sec-2 T/S quater,general,EST-ELEC,Electrical,NOCO ORAS,1,43,223,46
2024-04-19,150648499,G2,9010-032-PM-20B,PM,Miscellaneous,32-PM-20B DCS CABLE CHECKING,inspection,TESTELEC,Electrical,NOCO ORAS,-,3,262,2
2024-04-19,150648500,G2,9010-001-SS-1202,SS,Miscellaneous,12/02 SS TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,3,262,3
2024-04-19,150647852,G2,9010-51B-INST,INST,Instrumentation,ARU H2S analyzer commissioing job,general,51BINST,Instrumentation,OSNO,-,56,209,38
2024-04-19,150648535,G2,9010-003-SS-OLD-HT,SS,Miscellaneous,OLD HT SS TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,3,262,2
2024-04-19,150648523,G2,9010-048-SS-NEW-UNIT,SS,Miscellaneous,NEW UNIT TR OIL SAMPLE CULLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,3,262,3
2024-04-19,150648546,G2,9010-026-UPS-02,UPS,Instrumentation,F & S UPS CIRCUIT CHECKING,inspection,TESTELEC,Electrical,NOCO ORAS,-,3,262,3
2024-04-19,150648575,G3,9010-001-GD-CDU,GD,Miscellaneous,PM - GD calibration and checking,inspection,001INST,Instrumentation,NOPR ORAS,-,5,260,10
2024-04-20,150648595,G2,9010-004-UPS-01A,UPS,Instrumentation,CRU UPS  CHECKING JOB,inspection,TESTELEC,Electrical,NOCO ORAS,-,2,262,2
2024-04-20,150648596,G2,9010-003-SS-DCU,SS,Miscellaneous,DCU SS TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,2,262,2
2024-04-20,150648597,G2,9010-001-SS-CDU-NSF,SS,Miscellaneous,CDU SS TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,2,262,2
2024-04-20,150648598,G2,9010-011-SS-TPS-BLR-6-7,SS,Miscellaneous,BOILER 6&7 SS TR OIL SAMPLE COLLEC TION,general,TESTELEC,Electrical,NOCO ORAS,-,2,262,2
2024-04-20,150648591,G2,9010-057-LT2201,LT2201,Miscellaneous,"LT-2433A showing error ,to rectify",repair,057INST,Instrumentation,NOPR,-,0,264,4
2024-04-20,150648559,G2,9010-056-FT-3801,FT,Instrumentation,056FT-3801 FLOW FLUCTUATE TO BE CHECK,inspection,056INST,Instrumentation,OSNO,1,0,264,0
2024-04-20,150648560,G2,9010-056-AT-0403,AT,Miscellaneous,S' ANALYZER VALUE SHOWING ERROR TO BE C,general,056INST,Instrumentation,OSNO,1,0,264,0
2024-04-20,150648540,G2,9010-011-SS-TPS,SS,Miscellaneous,TPS TR OIL SAMPLE CULLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,2,262,2
2024-04-20,150648541,G2,9010-004-PMCC-303,PMCC,Miscellaneous,CRU TR OIL SAMPLE CULLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,2,262,3
2024-04-20,150648542,G2,9010-011-132KV-SS,132KV,Miscellaneous,132 KV TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,2,262,2
2024-04-20,150648625,G2,9010-048,,Miscellaneous,shed provision for catalyst storage,general,CIVILREF,Civil,NOPR,-,0,264,0
2024-04-20,150648600,G2,9010-032-SS-NEW-ETP,SS,Miscellaneous,ETP SS TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,2,262,2
2024-04-20,150648601,G2,9010-06A-SS-OM-S,SS,Miscellaneous,OM&S SS TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,2,262,2
2024-04-20,150648630,G2,9010-048-PM-04B,PM,Miscellaneous,48-P-04B local/remote indication issue,damage,TESTELEC,Electrical,NOCO ORAS,-,2,262,3
2024-04-21,150648632,G2,9010-003-TI-713,TI,Miscellaneous,• 03TI908A C-101 O/H temp. showing errat,general,003INST,Instrumentation,OSNO,-,1,262,1
2024-04-21,150648552,G2,9010-057-SS-IND-DEPTG,SS,Miscellaneous,INDADEPT-G SS TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,2,261,3
2024-04-21,150648553,G2,9010-030-SS-INTAKE,SS,Miscellaneous,INTAKE SS TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,2,261,2
2024-04-21,150648554,G2,9010-001-TR-03,TR,Miscellaneous,DESALTER TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,2,261,2
2024-04-21,150648665,G2,9010-001-TR-FR-01,TR,Miscellaneous,FABRICATION TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,2,261,2
2024-04-21,150648666,G2,9010-PRF-ELEC-PFT-001,ELEC,Miscellaneous,PRESSURE FLT TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,2,261,8
2024-04-22,150648682,G2,9010-003-GD-11,GD,Miscellaneous,Gas detector no. 11 near v-4 showing w,general,003INST,Instrumentation,OSNO,-,0,262,0
2024-04-22,150648699,G2,9010-004-K01A-TG,K01A,Miscellaneous,K-01 A INSTRUMENT TUBING TO BE  INSTALLE,general,004INST,Instrumentation,OSNO,-,3,259,4
2024-04-22,150648715,G2,9010-EST-I-TR-01,I,Miscellaneous,SECTOR 1TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,1,261,1
2024-04-22,150648716,G2,9010-EST-II-TR-01,II,Miscellaneous,SECTOR 2TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,1,261,1
2024-04-22,150648717,G3,9010-EST-III-TR-01,III,Miscellaneous,SECTOR 3TR OIL SAMPLE COLLECTION,general,TESTELEC,Electrical,NOCO ORAS,-,8,254,65
2024-04-22,150648574,G3,9010-013-AIR DRYER PLC,AIR DRYER PLC,Control Systems,PM JOB OF AIR DRYER-A PLC,general,013INST,Instrumentation,OSNO,-,0,262,10
2024-04-22,150648726,G2,9010-056-PT-1001AA,PT,Instrumentation,PT-1001AA/PT-1001AB V-15A CHECKING,inspection,056INST,Instrumentation,OSNO,-,3,259,2
2024-04-22,150648669,G2,9010-048-PM-04B,PM,Miscellaneous,48-P-04B L/R FEEDBACK CHECK,inspection,TESTELEC,Electrical,NOCO ORAS,-,4,258,3
2024-04-22,150648709,G2,9010-048-R-03B,R,Miscellaneous,R-03B manhole/dumpnozzle opening,general,048MECH,Mechanical,NOPR ORAS,-,0,262,0
2024-04-23,150648644,G2,9010-001-P-31B,P,Miscellaneous,01P31B suction strainer to be cleaned,general,001MECH,Mechanical,NOPR,-,0,261,0
2024-04-23,150648723,G2,9010-011-TGA-03-MCC-02,TGA,Mechanical Equipment,TG-3 MCC COMMISSIONING JOB,general,TESTELEC,Electrical,NOCO ORAS,-,10,251,8
2024-04-23,150648724,G2,9010-011-ECS,ECS,Miscellaneous,ECS LOAD SHEDDING MODIFICATION JOB,general,TESTELEC,Electrical,NOCO ORAS,-,10,251,8
2024-04-23,150648765,G2,9010-011-TGA-04,TGA,Mechanical Equipment,TG-4 CO2 SYSTEM CHECKING,inspection,TESTELEC,Electrical,NOCO ORAS,-,3,258,3
2024-04-23,150648776,G2,9010-032-CS-01A-AUTO,CS,Miscellaneous,sump inlet cotroller auto open/close,general,032INST,Instrumentation,OSNO,-,46,215,4
2024-04-23,150648785,G2,9010-045-PM-15,PM,Miscellaneous,BMR CHECKING JOB,inspection,TESTELEC,Electrical,NOCO ORAS,-,0,261,0
2024-04-23,150648786,G2,9010-045-PM-19,PM,Miscellaneous,BMR CHECKING JOB,inspection,TESTELEC,Electrical,NOCO ORAS,-,0,261,0
2024-04-23,150648659,G2,9010-007-BCU-1302,BCU,Miscellaneous,Bay-2 BCU trip again and again,general,007INST,Instrumentation,OSNO,-,1,260,1
